TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG
TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG
TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG
TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG
TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG,TRUE,WRONG,WRONG,TRUE,WRONG
